"M";"FOM";"U1";"U2";"U3";"U4";"U5";"U6";"U7";"K1";"K2";"K3";"K4";"K5";"K6";"K7";"L1";"L2";"L3";"L4";"L5";"L6";"G1";"G2";"G3";"G4";"G5";"G6";"P1";"P2";"P3";"P4";"P5";"P6";"M1";"M2";"M3";"M4";"M5";"M6";"M7";"M8";"M9";"M10";"M11";"M12";"M13";"M14";"M15";"M16";"M17";"M18";"M19";"M20";"M21";"M22";"M23";"M24";"M25";"M26";"H1";"H2";"H3";"H4";"H5";"H6";"H7";"H8";"H9";"H10";"H11";"H12";"H13";"H14";"H15";"H16";"H17";"H18";"H19";"H20";"H21";"H22";"H23";"H24";"H25";"H26";"F1";"F2";"F3";"F4";"F5";"F6";"F7";"N";"W1";"W2";"W3";"W4";"W5";"W6";"W7";"W8";"W9";"W001_10";"W001_11";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"E8";"E9";"E10";"E11";"E12";"E13";"E14";"E15";"E16";"E17";"D1";"D2";"D3";"D4";"D5";"D6";"D7";"D8"
"552365";"Bonn";7;4;7;8;6;9;7;0;0;0;0;0;0;0;3;4;6;4;4;5;700;200;900;300;150;100;0;2;3;5;5;4;8;8;3;4;4;4;3;0;0;0;0;4;2;5;5;5;3;4;4;3;4;0;0;7;5;6;0;5;0;0;0;0;0;0;0;0;0;0;2;2;3;4;3;0;2;0;4;0;0;6;2;3;10;0;0;0;0;0;1;3;7;2;1;4;2;2;5;4;4;7;7;7;7;7;1;1;4;7;5;5;6;7;7;2;5;4;2;3;25;1;3;3;2;4;"53567";1
"554259";"Bonn";10;10;10;10;10;10;8;8;8;9;5;10;5;2;7;5;8;5;8;3;150;300;100;150;400;0;7;10;8;7;7;1;8;10;6;10;8;8;6;10;8;10;10;10;7;10;10;8;10;10;10;8;10;10;6;10;10;10;7;6;1;5;9;5;8;10;9;8;8;7;5;10;10;7;10;10;10;4;10;5;3;10;10;10;8;8;5;0;4;5;0;3;4;3;5;4;3;4;5;3;7;6;6;5;5;4;4;3;5;5;5;4;5;7;3;4;4;4;4;5;66;1;5;1;1;2;"53177";NA
"549442";"Bonn";10;9;10;10;10;10;9;10;9;10;9;10;9;10;3;5;3;6;6;6;150;10;200;100;100;30;1;5;3;3;3;2;10;10;10;10;10;10;5;5;3;6;6;10;10;3;4;3;10;8;8;8;10;10;10;10;10;10;0;1;0;0;0;10;5;6;4;6;6;0;0;3;5;3;1;8;6;8;3;4;4;7;6;6;10;8;8;8;8;8;1;3;3;6;3;2;3;7;6;4;6;6;5;5;7;7;5;6;6;6;5;4;4;6;6;6;6;6;4;4;20;2;1;1;1;4;"56729";1
"550614";"Bonn";7;7;9;6;6;6;6;6;2;4;5;10;2;9;0;0;0;0;0;0;40;300;700;50;50;25;0;9;0;9;7;5;8;10;0;10;7;6;3;3;0;5;5;3;5;5;9;0;8;8;0;10;5;0;8;8;7;7;0;10;0;10;5;3;0;3;0;5;5;8;0;9;8;0;6;8;0;10;2;0;8;10;10;8;9;5;2;0;0;3;0;3;2;1;5;5;7;7;7;6;6;4;3;3;5;5;5;5;5;7;6;6;6;2;4;2;4;2;3;6;51;2;3;1;1;2;"53879";NA
"554259";"Bonn";9;10;10;10;7;10;9;6;7;8;5;9;6;4;8;9;7;3;6;1;100;150;200;50;300;0;7;9;9;2;7;2;9;10;5;8;7;7;6;9;7;9;8;8;7;9;9;8;8;9;10;9;10;8;7;10;10;10;8;7;0;6;7;7;6;9;7;8;7;7;6;9;8;6;7;8;10;7;10;6;7;10;10;10;4;4;3;0;2;3;0;3;4;3;4;4;6;7;5;7;7;4;3;1;1;3;2;3;2;6;4;3;2;5;1;1;2;3;6;7;66;1;5;1;1;1;"53225";NA
"549560";"Bonn";10;9;9;9;9;10;9;8;9;9;9;10;9;8;9;10;9;8;9;8;150;200;500;50;50;20;9;10;9;8;9;8;8;9;7;9;7;6;5;7;5;8;8;7;7;8;9;8;7;7;6;6;5;6;7;8;6;5;8;9;0;6;10;4;0;7;1;5;6;8;6;7;8;7;3;5;2;2;2;1;6;8;1;2;9;5;5;0;4;3;1;1;6;5;1;1;2;5;4;5;4;5;6;4;4;6;3;3;4;4;2;1;1;4;6;4;3;4;1;3;30;2;3;3;NA;2;"53225";1
"549245";"Bonn";8;8;8;9;9;9;8;10;9;10;9;10;9;10;9;8;8;6;7;9;80;450;180;100;NA;20;8;7;8;8;6;6;3;7;2;3;8;7;5;5;3;9;9;8;8;8;8;7;8;8;7;7;8;5;7;8;9;9;0;6;0;2;4;4;7;8;3;9;9;8;8;8;8;5;8;8;5;7;8;2;5;8;10;9;10;0;8;0;0;7;2;3;6;3;1;1;2;5;1;7;6;4;5;3;5;5;2;2;2;5;2;2;1;7;6;3;5;2;4;6;72;2;5;2;3;4;"56659";NA
"550614";"Bonn";10;10;10;5;5;5;5;5;0;0;0;10;0;0;0;2;0;0;0;0;90;250;700;50;100;80;10;10;10;10;0;0;0;10;0;10;10;0;5;0;5;10;10;7;0;0;10;0;0;10;10;10;10;0;0;5;10;5;0;8;0;8;5;0;0;0;0;5;5;7;0;5;10;0;0;5;10;8;5;0;0;5;10;0;2;0;0;0;0;0;0;3;2;5;5;5;1;1;1;7;7;6;7;1;3;1;7;7;7;7;2;2;4;2;2;1;1;1;1;6;28;1;3;1;2;2;"53879";1
"549609";"Bonn";9;7;10;10;10;7;7;0;0;0;0;9;9;0;10;10;10;10;5;10;50;50;0;100;400;0;10;10;10;9;5;10;10;9;5;9;10;7;10;10;10;10;10;8;7;8;9;9;10;10;10;10;9;8;9;10;8;9;9;0;0;0;9;5;9;9;7;7;8;10;1;1;2;3;8;7;6;8;7;7;6;9;8;10;10;10;9;2;0;10;10;2;7;7;4;6;5;6;7;7;7;7;7;6;6;5;7;7;7;7;7;7;7;7;6;6;7;6;7;7;18;2;3;5;1;3;"53842";1
"549641";"Bonn";10;10;9;7;9;10;5;7;8;7;7;10;3;8;10;8;9;6;8;5;300;200;410;80;100;60;10;10;8;6;8;5;8;6;6;7;8;7;7;7;5;10;8;10;10;2;10;10;5;8;8;10;10;8;10;7;7;8;4;4;0;5;4;3;0;4;0;8;8;4;7;2;4;6;0;8;5;8;4;0;6;8;5;6;8;8;3;0;3;8;0;3;5;6;2;3;1;3;7;7;5;5;7;2;2;5;2;1;1;6;3;5;3;2;1;2;4;5;2;5;28;1;3;3;2;1;"53225";1
