"M";"FOM";"U1";"U2";"U3";"U4";"U5";"U6";"U7";"K1";"K2";"K3";"K4";"K5";"K6";"K7";"L1";"L2";"L3";"L4";"L5";"L6";"G1";"G2";"G3";"G4";"G5";"G6";"P1";"P2";"P3";"P4";"P5";"P6";"M1";"M2";"M3";"M4";"M5";"M6";"M7";"M8";"M9";"M10";"M11";"M12";"M13";"M14";"M15";"M16";"M17";"M18";"M19";"M20";"M21";"M22";"M23";"M24";"M25";"M26";"H1";"H2";"H3";"H4";"H5";"H6";"H7";"H8";"H9";"H10";"H11";"H12";"H13";"H14";"H15";"H16";"H17";"H18";"H19";"H20";"H21";"H22";"H23";"H24";"H25";"H26";"F1";"F2";"F3";"F4";"F5";"F6";"F7";"N";"W1";"W2";"W3";"W4";"W5";"W6";"W7";"W8";"W9";"W001_10";"W001_11";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"E8";"E9";"E10";"E11";"E12";"E13";"E14";"E15";"E16";"E17";"D1";"D2";"D3";"D4";"D5";"D6";"D7";"D8"
"555379";"München";1;1;1;1;2;5;4;8;2;6;5;9;0;0;1;5;1;1;8;0;150;800;1500;700;3000;200;1;2;3;2;1;6;7;10;7;9;4;4;4;4;1;9;NA;5;5;5;7;8;4;7;6;5;6;5;6;9;9;9;9;9;0;9;8;2;2;8;0;8;NA;2;2;1;1;2;2;2;0;0;5;0;4;8;7;3;5;0;0;0;1;0;0;3;7;7;4;4;1;1;1;3;7;2;6;7;7;7;2;1;2;7;3;4;2;1;7;2;4;6;2;6;56;2;3;2;4;3;"85386";1
"552837";"München";8;10;9;9;10;8;7;10;9;9;9;10;8;10;7;10;9;8;8;7;400;200;800;70;150;15;3;7;5;9;3;9;8;9;7;7;9;5;3;8;7;9;9;8;7;7;9;7;9;9;7;7;8;6;10;8;9;9;1;6;0;0;8;0;2;8;2;9;9;7;5;5;7;7;6;7;6;0;6;2;9;8;7;8;8;0;0;0;0;2;0;3;5;4;6;6;1;2;4;5;5;7;6;3;5;7;4;5;6;6;1;1;3;2;1;1;4;3;4;6;29;1;3;3;2;3;"59302";2
"225616";"München";10;10;10;10;7;10;8;10;9;9;9;10;8;8;10;10;8;8;10;8;100;200;200;200;200;200;0;10;5;8;4;5;10;10;10;8;5;5;5;0;10;10;10;8;8;10;10;10;8;10;10;5;10;10;10;10;10;10;2;5;0;3;5;0;0;0;10;8;8;0;9;10;10;10;3;10;7;0;10;5;5;10;10;7;10;0;0;0;0;5;0;3;7;7;3;3;1;7;1;7;6;6;7;1;4;7;1;1;1;7;1;1;1;1;1;1;3;1;1;7;53;2;3;3;2;2;"85356";1
"550203";"München";9;9;9;9;9;9;9;4;9;4;4;9;5;7;7;9;7;7;7;8;150;150;0;50;70;20;7;2;7;5;3;5;8;9;7;9;6;6;6;8;7;8;9;7;5;5;5;7;6;8;7;9;6;5;4;7;7;8;4;8;0;6;8;6;0;8;0;9;7;8;5;4;3;7;2;7;1;3;7;0;1;9;3;4;10;0;0;0;0;3;0;3;6;6;4;3;2;6;5;6;7;6;6;5;6;6;4;6;6;6;4;4;4;5;5;6;6;4;4;4;23;2;3;3;2;2;"85221";1
"553089";"München";10;10;10;10;10;10;10;10;10;10;10;10;10;10;8;10;8;8;8;8;100;200;NA;100;150;NA;9;9;9;9;9;9;9;10;10;10;10;10;10;8;7;8;8;9;8;8;8;8;8;8;7;9;8;7;7;10;10;10;5;10;5;10;10;10;10;9;8;8;8;9;7;9;9;9;10;9;6;9;1;0;5;10;10;10;10;0;10;0;9;1;10;2;6;2;2;3;2;6;5;7;6;7;7;3;2;2;3;5;6;5;2;2;3;4;4;4;6;6;6;6;17;2;1;5;1;1;"81829";NA
"542784";"München";9;7;9;9;10;9;5;10;8;5;5;10;3;7;5;6;6;7;4;8;250;200;300;200;200;50;4;3;5;7;5;8;10;10;4;10;8;6;4;7;0;9;8;8;6;10;10;8;10;10;5;8;8;4;7;10;6;8;6;7;1;7;5;3;0;5;0;5;5;3;2;10;8;6;7;6;0;0;8;1;4;9;6;6;8;0;3;0;0;1;2;3;6;5;3;2;5;7;7;7;7;4;5;6;7;7;2;1;1;6;6;7;5;4;3;2;6;7;4;4;30;2;3;3;3;2;"85221";1
"548724";"München";9;10;10;10;7;8;8;10;5;8;9;10;8;9;8;10;8;8;8;8;200;50;0;100;100;50;8;10;8;8;8;8;0;0;0;0;5;5;5;2;2;5;7;7;7;8;8;8;7;7;6;0;5;5;6;6;7;7;0;0;0;0;5;5;5;2;2;5;7;7;7;8;8;8;7;7;6;0;5;5;6;6;7;7;10;7;7;5;0;5;5;3;7;6;5;5;5;7;4;6;7;6;7;6;4;6;6;6;4;7;6;4;6;5;6;6;6;7;5;7;21;1;2;1;2;3;"82110";1
"384358";"München";10;10;10;9;7;7;6;3;1;3;4;10;8;2;1;1;1;3;4;4;150;150;500;20;50;20;0;1;0;4;5;4;9;10;8;9;4;4;1;5;0;10;10;9;9;9;9;7;2;10;10;9;10;8;10;9;9;10;9;2;0;5;1;3;0;5;0;9;9;7;5;9;5;4;1;10;9;9;9;4;10;9;7;9;10;3;0;0;0;0;0;3;5;4;5;5;7;6;3;6;4;5;3;1;2;4;6;4;4;7;4;2;2;3;4;2;1;4;3;7;74;1;5;1;1;1;"81539";NA
"550066";"München";10;10;10;10;10;10;10;10;9;10;10;10;9;9;8;10;8;9;9;10;50;800;200;100;150;50;9;10;9;9;10;9;10;10;10;10;10;10;10;10;0;10;10;10;10;9;10;10;10;10;10;10;10;10;10;10;10;10;2;9;0;9;10;10;9;10;2;9;9;5;10;9;8;9;10;10;2;10;8;0;9;10;10;9;10;10;10;0;9;10;10;1;2;2;1;1;1;6;6;7;7;7;6;1;5;2;2;2;1;4;1;4;1;6;3;1;6;6;1;4;44;2;3;1;4;2;"84032";1
"553624";"München";8;8;7;8;8;8;9;9;9;8;8;10;6;8;5;8;4;7;5;4;150;300;200;100;100;10;4;6;5;7;4;5;6;7;3;7;6;5;4;6;4;7;8;7;5;8;7;8;6;7;7;7;8;6;7;7;7;7;1;3;0;2;5;4;2;5;0;8;9;5;6;8;7;8;4;7;8;6;6;5;5;8;3;8;10;0;0;0;0;0;0;3;5;4;3;3;6;5;5;7;7;5;6;5;5;6;2;5;3;5;5;4;3;3;5;3;5;5;5;6;77;2;5;1;2;4;"83674";NA
"548073";"München";6;7;10;10;10;8;10;7;10;5;3;10;7;5;5;8;10;10;5;10;40;30;0;30;0;40;7;10;10;10;5;10;10;10;10;7;10;0;4;10;10;7;4;10;10;7;5;7;10;10;7;10;3;5;10;10;5;3;10;1;0;0;0;5;3;7;9;8;8;4;4;3;0;0;10;8;4;9;2;0;0;10;0;2;9;0;0;3;0;2;0;3;7;7;3;1;1;4;7;7;1;3;7;7;7;7;7;7;3;7;7;7;7;7;7;7;3;1;1;3;13;1;1;1;1;4;"97080";NA
"554290";"München";8;8;9;8;10;9;8;10;8;8;8;10;7;6;8;10;8;9;9;9;50;200;600;50;250;60;8;9;8;8;8;8;7;10;6;10;10;10;9;10;10;10;8;10;8;10;10;9;10;10;10;10;10;10;10;8;8;10;8;5;1;9;10;10;10;9;9;8;9;8;5;8;6;7;6;7;4;3;3;2;7;6;4;6;10;8;6;1;1;7;10;2;6;5;2;1;1;3;3;6;4;7;7;3;6;5;2;2;4;4;1;2;2;5;5;2;1;4;1;5;26;2;3;3;2;1;"81373";1
"550362";"München";5;7;9;10;0;10;8;5;4;8;6;8;2;2;2;3;1;2;2;1;30;500;700;60;80;10;1;0;0;1;1;0;2;6;0;5;1;5;1;2;2;10;9;9;9;7;10;6;7;9;0;5;7;1;10;8;4;8;3;3;0;1;3;3;0;1;9;7;8;9;9;9;8;1;2;8;1;9;7;0;8;2;1;8;8;5;1;0;0;1;0;3;5;3;3;7;1;5;1;7;5;5;7;1;1;3;7;6;4;5;1;1;1;4;4;4;1;1;4;5;66;2;3;1;2;1;"30926";1
"552440";"München";6;9;10;7;8;10;6;7;8;3;2;10;2;5;6;9;5;5;3;6;100;300;1000;150;250;150;7;8;3;6;5;4;10;10;5;5;6;7;6;7;2;10;10;10;6;8;10;7;5;8;0;8;0;0;7;10;10;10;7;7;0;3;3;3;3;2;0;8;9;7;3;6;7;1;4;5;0;4;0;0;6;7;9;8;7;3;4;3;2;2;0;3;4;2;3;3;2;3;3;6;5;5;4;1;2;2;1;2;1;6;3;4;3;5;4;6;3;6;3;3;57;2;3;3;3;2;"82110";1
"553115";"München";9;8;7;8;7;8;7;7;8;6;7;8;6;7;8;7;8;6;8;7;100;300;500;100;80;10;7;5;9;6;7;5;7;8;7;7;8;6;7;8;5;8;9;8;7;6;7;7;7;8;9;8;7;6;7;8;5;6;5;7;6;7;8;7;6;5;7;8;7;6;5;NA;7;8;6;5;7;8;6;7;7;8;7;6;6;7;6;5;8;7;6;3;6;5;6;7;5;4;6;5;7;6;5;6;7;5;5;6;7;5;6;4;6;7;6;3;4;3;5;4;63;1;3;5;2;1;"80335";1
