"M";"FOM";"U1";"U2";"U3";"U4";"U5";"U6";"U7";"K1";"K2";"K3";"K4";"K5";"K6";"K7";"L1";"L2";"L3";"L4";"L5";"L6";"G1";"G2";"G3";"G4";"G5";"G6";"P1";"P2";"P3";"P4";"P5";"P6";"M1";"M2";"M3";"M4";"M5";"M6";"M7";"M8";"M9";"M10";"M11";"M12";"M13";"M14";"M15";"M16";"M17";"M18";"M19";"M20";"M21";"M22";"M23";"M24";"M25";"M26";"H1";"H2";"H3";"H4";"H5";"H6";"H7";"H8";"H9";"H10";"H11";"H12";"H13";"H14";"H15";"H16";"H17";"H18";"H19";"H20";"H21";"H22";"H23";"H24";"H25";"H26";"F1";"F2";"F3";"F4";"F5";"F6";"F7";"N";"W1";"W2";"W3";"W4";"W5";"W6";"W7";"W8";"W9";"W001_10";"W001_11";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"E8";"E9";"E10";"E11";"E12";"E13";"E14";"E15";"E16";"E17";"D1";"D2";"D3";"D4";"D5";"D6";"D7";"D8"
"546055";"Hamburg";7;10;10;10;10;3;6;7;7;7;7;10;7;7;7;10;6;5;7;0;250;550;200;0;300;0;0;8;3;5;6;10;10;10;10;10;6;6;4;4;4;8;10;0;0;5;8;3;0;7;10;0;10;10;4;10;10;10;0;0;0;0;8;8;8;4;0;5;4;0;0;5;6;3;0;6;4;10;4;2;2;8;0;4;10;0;0;0;0;0;0;3;7;1;3;2;1;4;2;1;3;4;2;1;3;7;1;1;1;4;1;1;1;1;5;5;3;6;1;4;36;2;7;2;2;4;"22889";NA
"549131";"Hamburg";9;8;10;10;10;10;7;10;8;7;6;10;6;6;0;7;10;8;0;0;150;350;400;125;200;0;10;0;0;10;0;10;10;10;7;8;6;6;7;0;0;8;5;6;0;6;10;7;7;8;5;10;10;0;10;10;10;4;6;2;2;3;0;0;0;0;0;6;2;6;0;5;6;2;1;7;5;0;10;0;8;0;8;0;8;2;2;2;0;5;0;3;7;7;5;6;1;3;2;7;5;6;5;6;6;7;1;1;1;7;1;1;1;1;1;1;2;3;1;7;25;1;2;1;3;1;"22049";1
"549285";"Hamburg";7;5;8;8;7;5;6;7;4;6;7;9;3;7;2;6;8;5;6;4;200;150;600;150;100;5;4;5;5;5;4;3;6;7;4;7;7;5;7;6;5;7;7;7;5;6;6;7;4;5;5;4;3;3;4;3;3;5;1;2;0;2;7;10;7;5;4;5;5;2;3;6;4;2;2;5;6;1;5;1;2;4;5;5;10;0;5;0;6;2;0;3;6;4;5;5;1;6;2;3;5;4;4;5;6;4;2;2;2;3;4;4;4;3;7;5;7;3;4;3;29;2;3;2;2;2;"23843";1
"541076";"Hamburg";8;8;8;8;8;8;8;9;9;9;9;9;9;9;6;6;6;6;6;6;200;200;600;150;250;10;6;6;6;6;6;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;4;3;4;7;1;1;1;6;5;10;10;7;7;7;3;3;6;6;6;5;9;5;5;9;9;6;10;6;6;6;0;4;4;3;4;5;4;3;3;5;4;5;5;4;4;3;4;3;5;6;5;6;3;3;3;2;2;2;2;3;3;5;75;1;5;1;1;1;"10637";1
"554425";"Hamburg";9;9;10;10;10;10;3;10;10;10;10;10;9;10;5;9;9;9;5;5;200;800;150;50;60;50;5;8;8;9;6;8;8;8;7;8;7;7;7;7;5;8;8;8;8;8;5;7;9;9;8;8;8;8;8;9;9;9;0;0;4;1;0;1;0;1;0;8;5;8;8;6;5;7;9;7;0;0;8;0;4;9;9;9;10;0;0;0;0;5;0;3;4;2;1;1;1;6;1;2;5;3;4;1;1;1;1;6;3;3;1;1;1;4;5;4;5;6;6;6;64;2;5;1;2;1;"22303";NA
"555922";"Hamburg";7;9;10;10;10;10;8;8;7;5;9;3;6;7;2;0;0;10;10;10;112;300;650;40;450;30;10;0;0;9;0;4;10;10;0;10;0;0;0;7;0;9;9;9;10;10;10;10;3;10;8;0;0;8;9;2;0;0;10;10;0;10;0;0;0;3;0;9;9;9;10;10;10;10;3;10;8;0;0;8;9;2;0;0;10;0;0;0;0;0;0;3;7;7;7;7;3;1;1;7;5;7;6;6;5;3;5;2;2;7;2;1;1;1;6;1;2;7;2;6;42;1;3;3;3;1;"22307";1
"538556";"Hamburg";10;10;8;8;10;10;8;10;8;10;10;10;8;10;8;10;8;10;8;8;80;200;1000;100;400;100;10;10;5;5;8;5;8;10;8;10;10;8;8;10;5;10;10;10;5;10;10;10;2;10;10;10;10;10;10;5;5;10;8;10;0;8;8;8;0;10;0;10;10;10;0;10;10;10;0;10;5;8;10;0;10;10;10;10;10;0;8;0;0;5;5;3;4;3;3;4;4;4;5;5;5;7;7;6;4;6;5;6;7;7;1;1;1;1;1;1;1;1;2;7;38;2;3;3;4;1;"60385";1
"548925";"Hamburg";8;8;8;8;7;7;7;5;3;5;5;8;3;8;5;8;6;8;8;5;60;400;50;70;50;10;5;5;5;5;5;5;5;8;6;8;5;5;3;8;6;8;8;8;8;8;8;8;8;9;8;6;8;6;6;9;8;8;0;7;3;4;1;1;0;6;1;5;6;7;6;5;5;5;5;5;5;4;5;4;4;6;5;5;10;1;1;1;0;1;0;3;5;5;2;1;2;5;4;4;7;4;4;7;7;7;4;3;5;5;2;3;1;3;5;2;7;4;2;5;32;2;3;1;1;3;"66564";1
"547216";"Hamburg";10;10;10;10;8;10;7;10;8;10;6;10;8;10;3;1;1;0;3;2;0;200;700;100;500;40;7;5;4;7;3;6;4;7;1;9;5;2;2;6;1;6;5;10;1;10;10;1;10;7;8;8;9;9;8;8;7;9;2;8;0;10;8;0;0;6;0;1;3;5;4;10;10;1;7;7;8;4;10;4;10;10;2;9;8;6;2;1;0;9;2;3;3;1;7;7;2;5;7;7;4;5;5;1;3;5;2;4;5;5;1;1;1;7;7;7;7;2;6;7;80;2;5;1;1;1;"22523";NA
"549516";"Hamburg";5;8;9;6;7;5;8;4;7;8;8;9;5;10;5;6;7;6;4;5;50;80;500;300;150;60;6;4;7;8;5;6;0;6;5;4;7;2;10;6;5;8;9;7;6;4;8;6;5;5;8;7;9;4;8;4;9;10;10;5;6;7;4;5;8;6;5;7;7;4;5;5;7;5;6;4;8;5;6;3;5;8;7;4;10;5;8;7;9;7;5;3;6;5;7;5;6;5;3;4;5;5;4;5;6;7;6;5;4;6;5;5;6;3;4;7;5;6;4;5;20;1;3;2;1;1;"28759";1
"547084";"Hamburg";8;10;10;10;8;8;9;9;8;7;9;10;10;8;7;8;8;7;7;7;15;200;600;60;50;20;8;7;7;8;9;8;7;8;7;9;8;7;7;7;10;9;9;9;7;8;7;7;8;9;7;10;8;7;7;9;5;8;8;7;9;7;8;7;8;9;7;8;10;7;8;10;8;7;9;8;7;9;8;7;8;7;9;8;9;7;7;1;4;5;5;3;6;7;7;6;6;6;5;4;6;4;5;5;5;5;6;7;6;7;6;5;7;6;5;7;6;7;6;7;27;3;3;3;2;1;"22301";1
"552654";"Hamburg";10;10;10;10;10;8;8;10;5;5;5;10;5;5;8;10;7;9;9;8;70;200;110;20;40;10;8;6;6;9;6;7;8;10;5;8;8;8;5;3;5;9;9;9;9;10;10;7;10;10;10;9;10;10;10;5;9;9;6;10;0;6;7;8;0;5;5;9;9;9;9;9;9;7;6;8;10;7;8;6;10;5;6;9;5;0;7;0;0;1;0;3;5;4;4;6;1;6;4;2;4;6;7;1;6;7;4;1;6;4;4;4;1;1;4;1;4;3;6;6;57;2;3;3;2;4;"18445";1
"552915";"Hamburg";8;7;8;8;8;9;7;9;7;7;8;9;7;7;7;7;6;6;6;6;200;500;1600;80;150;90;6;6;7;8;2;4;6;9;7;7;7;7;6;8;7;8;9;7;6;8;9;9;6;9;5;7;10;8;9;5;7;8;3;7;4;2;3;3;2;7;2;7;7;5;6;8;9;8;1;9;1;7;9;5;8;4;7;7;9;0;1;0;0;1;0;3;6;5;5;5;3;6;5;5;7;4;5;3;5;3;2;2;2;5;4;5;4;3;1;2;5;5;6;6;64;1;3;1;4;1;NA;2
"545879";"Hamburg";9;10;10;9;10;10;10;10;8;10;9;10;8;10;7;10;8;6;7;7;100;100;300;100;30;30;7;8;7;6;0;6;10;8;8;10;8;8;9;7;6;8;9;8;7;8;10;9;8;8;8;9;9;8;8;9;9;7;0;0;0;4;5;3;0;8;2;8;8;6;5;8;8;9;5;8;4;9;7;4;4;8;9;6;10;8;4;0;0;3;5;3;6;5;6;5;1;2;6;6;7;6;6;1;6;5;6;5;5;7;6;6;4;4;3;3;2;4;5;6;70;1;5;1;2;4;"25709";NA
"549133";"Hamburg";10;10;8;9;8;9;10;5;6;1;0;6;1;0;6;6;6;0;1;5;150;300;0;20;200;50;6;5;8;1;1;8;5;5;5;6;7;6;3;6;6;8;6;3;3;2;4;4;4;7;6;6;3;2;8;7;2;6;3;4;2;3;7;8;2;5;8;6;6;10;6;7;5;8;1;6;3;4;6;1;7;7;2;6;10;8;7;2;0;7;5;3;6;4;4;6;1;3;6;6;6;6;7;4;5;5;2;2;5;7;3;5;4;7;3;2;4;2;6;6;22;1;2;3;1;1;"21147";NA
