"M";"FOM";"U1";"U2";"U3";"U4";"U5";"U6";"U7";"K1";"K2";"K3";"K4";"K5";"K6";"K7";"L1";"L2";"L3";"L4";"L5";"L6";"G1";"G2";"G3";"G4";"G5";"G6";"P1";"P2";"P3";"P4";"P5";"P6";"M1";"M2";"M3";"M4";"M5";"M6";"M7";"M8";"M9";"M10";"M11";"M12";"M13";"M14";"M15";"M16";"M17";"M18";"M19";"M20";"M21";"M22";"M23";"M24";"M25";"M26";"H1";"H2";"H3";"H4";"H5";"H6";"H7";"H8";"H9";"H10";"H11";"H12";"H13";"H14";"H15";"H16";"H17";"H18";"H19";"H20";"H21";"H22";"H23";"H24";"H25";"H26";"F1";"F2";"F3";"F4";"F5";"F6";"F7";"N";"W1";"W2";"W3";"W4";"W5";"W6";"W7";"W8";"W9";"W001_10";"W001_11";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"E8";"E9";"E10";"E11";"E12";"E13";"E14";"E15";"E16";"E17";"D1";"D2";"D3";"D4";"D5";"D6";"D7";"D8"
"548810";"Berlin";7;5;8;9;7;6;5;6;9;5;7;9;4;8;7;4;5;3;7;3;0;7;0;10;5;0;5;7;5;4;7;6;7;8;5;7;5;6;4;5;3;8;5;7;4;6;5;8;8;6;6;8;7;7;6;8;7;8;3;2;0;2;1;1;1;6;0;4;7;4;1;4;2;4;2;3;5;2;4;9;7;10;2;5;8;2;3;1;0;3;1;3;5;3;5;6;1;2;1;7;6;2;6;2;4;5;1;3;6;2;1;2;2;5;1;2;7;5;4;3;13;2;1;5;NA;4;"16727";NA
"548063";"Berlin";10;9;9;5;6;6;8;0;5;7;4;10;2;1;6;8;10;4;3;0;90;200;400;50;30;30;10;2;5;8;4;8;10;8;0;8;8;8;4;4;3;10;8;8;7;6;10;6;7;8;7;10;6;4;10;8;8;7;9;2;0;6;2;7;1;3;0;4;6;7;7;8;5;5;5;4;1;2;7;0;4;5;6;6;8;0;3;0;0;3;1;3;6;4;4;3;2;6;4;7;2;4;5;3;4;3;1;3;5;7;5;4;3;3;3;2;2;7;3;3;23;1;2;1;2;1;"12169";NA
"544270";"Berlin";4;6;7;8;8;8;8;7;7;7;7;7;7;7;2;0;4;0;5;8;0;350;0;450;0;0;0;0;0;0;0;0;9;10;7;10;5;5;5;4;5;6;6;7;3;9;10;8;3;5;4;5;6;4;8;9;9;7;0;0;0;10;9;0;0;7;5;2;2;2;3;4;5;4;2;3;2;10;5;4;7;7;8;7;7;0;1;0;0;0;0;3;5;4;5;4;5;4;4;4;5;6;6;4;4;3;4;3;2;4;4;3;4;4;4;4;3;5;4;5;75;2;5;4;2;1;NA;NA
"550092";"Berlin";7;8;10;8;7;9;7;10;8;8;6;10;6;7;8;8;6;5;5;5;200;600;600;50;250;50;0;5;2;10;5;3;8;8;4;8;5;6;4;8;NA;9;0;7;0;7;6;3;6;7;0;6;6;0;6;4;6;8;0;7;0;6;6;10;0;5;NA;0;8;6;0;5;5;0;5;7;0;5;5;0;5;7;3;6;7;4;0;0;0;4;0;3;6;3;4;1;1;6;2;7;6;6;6;1;3;4;5;2;3;2;2;1;2;4;2;2;2;2;2;5;79;1;5;2;2;3;"16761";NA
"543165";"Berlin";10;10;10;10;10;10;9;10;6;10;10;10;6;10;5;5;3;4;5;3;0;150;580;20;20;0;0;1;3;7;7;10;10;10;5;10;8;8;8;8;0;5;10;10;9;8;7;10;8;10;8;10;10;10;10;10;10;10;10;10;5;10;0;0;0;6;2;5;10;10;9;10;10;9;8;10;0;10;6;3;8;10;10;6;10;0;0;0;0;0;0;3;7;4;1;1;1;7;3;7;6;6;6;1;7;3;1;1;4;5;1;1;1;1;1;1;1;1;1;3;56;2;3;1;1;2;"14712";2
"442162";"Berlin";7;5;9;4;5;1;9;8;5;7;3;10;4;10;0;3;1;1;1;3;150;200;700;150;200;50;1;6;8;2;4;4;3;0;0;1;5;4;2;5;1;7;7;8;8;8;5;4;7;9;9;6;9;0;6;2;6;8;0;0;0;0;0;0;0;6;0;7;7;4;5;5;3;1;0;9;9;4;8;0;4;6;6;8;4;0;0;0;0;1;0;3;5;3;2;4;1;6;5;5;4;6;3;5;7;6;3;6;7;6;4;5;4;3;2;2;2;4;5;4;51;2;3;2;4;3;"39264";1
"536917";"Berlin";4;0;5;6;3;0;0;8;5;3;3;9;0;0;2;7;3;2;0;7;80;150;20;200;200;50;6;3;2;4;4;4;6;10;2;8;8;5;5;6;3;10;10;4;3;8;7;8;7;6;8;5;8;4;7;9;6;8;10;5;8;3;3;5;1;7;0;6;7;2;0;5;3;0;1;5;6;0;2;0;3;9;5;4;4;4;3;2;2;3;3;3;6;4;4;4;3;5;4;5;5;5;5;7;7;6;4;2;2;4;4;3;4;5;6;3;4;2;3;4;23;2;2;2;1;1;"81371";1
"547453";"Berlin";10;10;10;10;10;10;10;9;10;6;8;10;1;7;5;10;9;4;10;10;40;450;200;40;100;15;6;9;5;9;5;7;10;10;2;10;10;5;7;10;7;8;10;8;8;9;9;9;9;10;10;9;9;6;10;10;10;10;8;8;10;9;9;6;7;10;9;9;8;4;6;8;3;8;2;9;3;10;10;9;9;10;10;10;10;6;2;1;2;3;3;3;5;4;4;2;3;2;6;3;2;7;7;3;3;4;3;2;6;5;3;5;6;4;3;7;7;5;4;2;94;2;5;2;1;1;"12101";NA
"547843";"Berlin";10;9;10;9;9;8;8;10;8;9;10;10;9;10;10;8;8;7;7;5;65;200;800;60;30;10;10;7;7;9;7;10;10;10;7;9;10;10;10;7;6;10;10;8;5;9;8;7;7;8;10;9;10;5;10;9;8;9;10;10;0;10;8;10;7;10;2;7;10;9;0;10;8;2;2;9;8;5;7;0;10;5;8;10;7;7;4;0;0;4;6;3;5;1;3;1;1;4;6;3;6;4;7;3;4;7;7;4;4;6;3;3;1;4;6;2;1;7;2;6;22;2;3;3;1;1;"13593";1
"547376";"Berlin";9;9;10;8;10;10;10;9;9;9;7;10;9;5;4;5;5;5;8;8;350;500;600;100;80;10;8;8;8;8;9;10;9;8;5;8;10;8;5;7;8;8;8;8;7;8;8;8;8;8;9;9;9;9;9;7;8;9;8;8;0;5;10;8;7;8;2;5;5;6;5;8;7;6;4;5;3;10;5;2;6;10;9;9;10;9;10;3;7;5;3;3;4;3;4;6;6;5;5;6;7;7;4;3;4;2;4;3;3;3;3;5;3;5;4;3;3;4;4;5;53;2;3;3;3;3;"14532";1
