"M";"FOM";"U1";"U2";"U3";"U4";"U5";"U6";"U7";"K1";"K2";"K3";"K4";"K5";"K6";"K7";"L1";"L2";"L3";"L4";"L5";"L6";"G1";"G2";"G3";"G4";"G5";"G6";"P1";"P2";"P3";"P4";"P5";"P6";"M1";"M2";"M3";"M4";"M5";"M6";"M7";"M8";"M9";"M10";"M11";"M12";"M13";"M14";"M15";"M16";"M17";"M18";"M19";"M20";"M21";"M22";"M23";"M24";"M25";"M26";"H1";"H2";"H3";"H4";"H5";"H6";"H7";"H8";"H9";"H10";"H11";"H12";"H13";"H14";"H15";"H16";"H17";"H18";"H19";"H20";"H21";"H22";"H23";"H24";"H25";"H26";"F1";"F2";"F3";"F4";"F5";"F6";"F7";"N";"W1";"W2";"W3";"W4";"W5";"W6";"W7";"W8";"W9";"W001_10";"W001_11";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"E8";"E9";"E10";"E11";"E12";"E13";"E14";"E15";"E16";"E17";"D1";"D2";"D3";"D4";"D5";"D6";"D7";"D8"
"548736";"Köln";6;6;10;6;9;8;8;8;8;10;6;8;6;10;5;5;5;5;1;0;250;400;500;100;500;50;1;4;4;0;0;6;8;10;8;8;0;0;0;8;0;9;9;0;10;5;0;10;8;5;8;10;10;10;10;10;10;10;8;8;0;3;3;0;0;NA;0;9;9;0;10;5;0;10;0;5;5;0;7;3;5;5;10;4;5;0;0;0;0;0;0;3;3;4;1;1;1;1;5;6;5;3;5;1;1;1;1;1;1;4;2;2;1;1;1;1;1;3;2;5;51;1;3;1;2;1;"51379";1
"540240";"Köln";10;10;10;10;10;10;10;10;10;10;10;10;10;10;8;10;8;5;5;8;30;60;30;20;20;10;8;10;8;6;8;8;8;10;8;8;10;8;8;8;8;8;8;10;8;10;10;10;10;10;10;10;10;10;10;8;10;10;4;10;2;7;10;0;0;7;0;8;4;8;8;7;7;6;5;7;0;10;4;0;8;8;10;8;10;0;0;0;0;0;10;1;4;2;2;3;5;4;4;7;5;7;5;1;2;1;2;2;5;2;2;1;1;1;2;1;3;6;1;2;53;2;3;3;3;1;"50858";1
"546030";"Köln";10;8;10;8;10;9;10;10;8;10;10;10;8;10;8;10;8;8;9;0;30;600;0;100;0;0;3;6;5;6;NA;NA;10;10;8;10;5;5;8;9;4;10;6;7;10;10;8;0;10;10;0;10;8;0;10;10;10;10;2;10;NA;NA;3;3;0;10;0;8;5;0;10;10;10;10;0;10;NA;10;0;0;0;10;10;8;10;0;0;0;0;0;0;3;7;5;1;1;2;3;5;7;7;7;7;1;1;7;7;7;4;7;1;1;1;3;7;1;2;7;1;7;82;2;5;5;1;2;"53842";NA
"549349";"Köln";9;7;10;9;8;9;6;10;9;9;8;10;7;10;7;8;6;7;8;6;270;250;650;250;100;50;3;4;5;3;3;5;8;9;8;9;5;7;3;4;0;9;9;8;7;8;8;7;8;8;9;8;8;8;9;10;9;8;0;1;0;1;2;2;0;5;0;4;2;4;7;4;4;1;1;5;8;3;7;1;1;9;7;6;9;1;1;0;0;0;0;3;7;6;2;2;1;7;2;5;6;5;6;2;3;5;1;1;1;3;1;1;2;4;6;4;7;2;3;4;36;2;3;1;2;4;"56642";1
"549416";"Köln";6;9;9;10;4;4;5;7;8;2;2;10;0;10;3;7;5;5;3;0;150;600;340;200;100;0;0;0;0;0;0;0;7;10;NA;2;3;2;0;0;0;5;5;0;3;5;5;2;0;10;5;8;8;5;10;5;10;10;3;3;NA;1;0;0;0;3;0;7;6;0;3;2;3;5;3;10;2;8;8;2;10;10;10;10;10;4;0;0;0;0;0;3;6;4;6;6;7;4;2;7;7;2;4;1;4;1;4;3;7;7;1;2;1;4;4;2;1;7;4;4;81;1;5;3;2;2;"53721";NA
"497984";"Köln";10;0;10;0;0;10;0;0;0;0;0;10;0;10;0;0;0;0;0;0;20;200;0;50;0;0;0;0;0;0;0;0;10;10;0;10;0;0;0;10;0;10;0;10;10;10;10;0;0;10;0;0;10;0;0;10;10;10;10;10;0;10;0;0;0;10;0;7;0;10;10;10;10;0;0;8;0;0;5;0;0;10;5;4;7;0;0;0;0;0;0;3;6;5;7;7;7;7;6;7;7;4;6;7;7;7;3;4;3;7;2;2;2;7;1;7;2;1;7;4;49;2;4;5;1;1;"50733";NA
"551074";"Köln";8;8;10;5;8;8;5;5;0;7;6;6;4;4;7;6;5;8;5;10;0;150;0;400;250;100;6;5;4;7;5;2;4;3;0;6;9;10;3;8;1;2;2;8;6;10;8;6;7;8;5;3;7;5;8;9;7;7;3;3;0;0;7;10;1;7;1;1;1;8;4;8;8;4;3;6;2;6;5;3;6;5;1;3;10;7;7;2;5;1;6;3;7;7;4;5;7;7;5;6;7;7;6;6;7;7;3;1;2;5;5;5;4;2;6;5;7;4;2;5;22;2;3;1;1;1;"50735";1
"551552";"Köln";10;10;10;8;6;8;3;8;8;8;5;9;3;6;4;4;2;4;5;5;15;15;0;30;10;20;3;3;0;4;3;3;10;10;10;10;10;10;10;10;7;7;8;8;8;8;8;6;6;6;8;9;7;7;5;10;8;8;10;10;10;10;2;2;2;7;3;5;5;7;7;7;7;7;2;8;8;2;8;6;8;10;6;6;3;1;2;0;0;2;0;3;7;7;5;4;4;6;1;5;4;5;7;2;6;3;2;1;2;5;4;1;1;7;1;5;1;4;2;4;17;1;1;2;1;2;"50226";NA
"551258";"Köln";10;8;10;10;8;9;7;6;6;5;5;8;5;7;5;7;6;5;6;6;30;20;0;50;20;10;5;7;6;6;5;5;6;7;7;7;6;6;5;7;5;6;6;7;6;6;7;7;7;8;6;6;6;6;6;3;6;6;5;5;4;5;4;4;3;6;4;5;5;6;5;5;6;6;6;7;5;5;5;5;5;8;5;5;8;4;5;3;3;2;5;3;7;5;2;4;3;5;4;5;5;5;5;4;5;5;2;3;4;5;4;6;4;3;3;3;3;5;4;6;17;1;1;2;2;2;"41363";NA
"547982";"Köln";10;10;10;10;10;10;10;10;10;10;10;10;10;10;5;8;6;8;5;5;0;200;400;250;150;150;3;10;5;10;6;4;10;10;10;10;0;0;0;10;0;5;5;10;10;10;10;10;6;4;4;2;8;3;4;10;10;10;10;10;0;10;0;0;0;10;0;5;5;10;10;10;10;10;6;4;4;2;8;3;4;10;10;10;10;2;2;0;0;3;0;3;6;6;5;5;6;7;2;7;7;7;6;2;2;3;3;2;2;1;1;2;2;1;2;4;3;2;2;2;60;1;3;1;1;2;"50667";1
"550089";"Köln";6;6;10;8;10;10;10;8;8;10;10;10;8;10;3;5;5;4;2;0;50;100;400;50;30;5;0;0;0;0;0;0;0;5;0;0;2;2;0;5;5;5;5;5;5;4;4;0;5;6;6;0;0;2;0;2;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;5;0;3;3;1;1;1;3;3;1;7;7;4;4;3;5;5;1;1;1;4;2;1;4;1;1;1;5;2;1;4;79;2;5;1;3;4;"53913";NA
"546030";"Köln";7;7;7;7;7;7;7;10;10;10;10;10;10;10;5;10;5;5;5;5;200;600;300;200;400;50;5;5;5;5;5;5;5;5;5;8;6;6;6;0;6;0;8;7;5;5;5;7;7;8;5;7;7;5;8;8;8;8;0;5;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;8;0;0;0;0;7;8;8;8;8;7;5;0;0;0;0;3;7;7;3;3;1;6;1;7;6;3;6;6;6;6;6;5;3;7;4;4;4;4;6;5;6;5;4;4;64;1;3;2;2;3;"53852";1
"549519";"Köln";9;10;10;8;10;10;10;6;9;6;7;10;4;2;5;2;2;0;0;5;NA;NA;NA;NA;NA;NA;6;2;4;4;5;4;7;9;5;8;2;2;0;8;4;4;4;9;10;10;10;5;5;7;6;7;7;7;9;10;10;10;3;7;1;2;0;0;0;8;0;2;4;7;8;5;5;4;2;6;4;0;3;1;4;9;7;7;5;0;0;0;0;5;0;3;7;6;4;3;1;2;4;5;3;4;4;3;3;4;2;2;1;5;4;4;3;3;2;2;3;6;4;6;37;1;3;1;2;1;"50354";1
"549539";"Köln";9;8;8;9;9;8;7;5;4;5;5;10;5;8;6;8;5;6;6;6;380;150;0;80;150;100;2;8;3;4;4;5;8;9;4;8;5;5;1;7;2;10;9;6;8;5;8;8;8;8;7;8;8;8;7;8;8;9;1;3;0;3;2;2;0;6;0;5;6;8;9;8;8;4;2;4;1;7;10;7;3;4;10;7;5;0;2;0;0;2;0;3;5;5;7;7;4;5;2;4;6;5;7;3;5;6;2;3;2;6;5;3;4;NA;2;2;1;6;2;5;26;1;3;3;2;1;"51377";1
